Día,Nombre de la cuenta,Nombre de la campaña,Nombre del conjunto de anuncios,Nombre del anuncio,Divisa,Importe gastado (USD),Costo por registro completado,Registros completados en el sitio web,Alcance,Impresiones,Frecuencia,Clics (todos),CPC (todos),CTR (todos),Clics en el enlace,CPC (costo por clic en el enlace),CTR (porcentaje de clics en el enlace),Visitas a la página de destino,Costo por visita a la página de destino,Conversaciones con mensajes iniciadas,CP - Comunicación audiovisual,CP - Computación e informática,CP - Marketing,CP - Publicidad y marketing,CP - Administración de hoteles,CP - Diseño de modas,CP - Negocios Internacionales,CP - Secretariado ejecutivo,CP - Desarrollo de software,CP - Landing general,CP - Periodismo audiovisual,CP - Contabilidad,CP - Administración bancaria y financiera,CP - Fisioterapia y rehabilitación,CP - Gastronomía,CP - Ciberseguridad,CP - Administración de empresas,CP - Enfermería,CP - Redes y seguridad informática,CP - Diseño de interiores,CP - Administración logística,CP - Diseño gráfico,CP - Software,CP - Tëcnica en farmacia,CP - Cpex,Clientes potenciales de Meta,CP - Cursos,CP - Cluster gestión,Inicio del informe,Fin del informe,Tipo de Producto,PRODUCTO DETALLE,OBJETIVO,CANAL,MODALIDAD,SEDE,Nombre Campaña,Resultados,Tipo Resultado,Resultados Personalizados
2025-04-09,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_4_conversiones_subasta_excel,intereses_excel_cpl,img_excel-sanvalentin-intereses_ppl_null,USD,1.5,1.5,1.0,438.0,468.0,1.06849315,7.0,0.21428571,1.4957265,4.0,0.375,0.85470085,3.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,EXTENSIÓN,ESPECIALISTA EN EXCEL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_excel,1.0,Registros completados en el sitio web,1.0
2025-04-09,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_4_conversiones_subasta_excel,intereses_excel_cpl,img_excel_01-feb-2025_intereses_ppl,USD,0.26,,,77.0,81.0,1.05194805,1.0,0.26,1.2345679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,EXTENSIÓN,ESPECIALISTA EN EXCEL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_excel,,Registros completados en el sitio web,
2025-04-09,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_4_conversiones_subasta_office,intereses_office_cpl,img_especialista-office_01-feb-2025_intereses_ppl,USD,0.18,,,96.0,102.0,1.0625,1.0,0.18,0.98039216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,EXTENSIÓN,ESPECIALISTA EN EXCEL,PERFORMANCE,LANDING,PRESENCIAL,SANTA BEATRIZ,conversiones_subasta_office,,Registros completados en el sitio web,
2025-04-09,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_4_conversiones_subasta_office,intereses_office_cpl,img_office-productividad_ppl_null,USD,1.52,,,404.0,432.0,1.06930693,4.0,0.38,0.92592593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,EXTENSIÓN,ESPECIALISTA EN OFFICE,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_office,,Registros completados en el sitio web,
2025-04-09,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_4_conversiones_subasta_office,intereses_office_cpl,img_office_12-nov-2024_intereses_ppl,USD,0.18,,,49.0,50.0,1.02040816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,EXTENSIÓN,ESPECIALISTA EN OFFICE,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_office,,Registros completados en el sitio web,
2025-04-09,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_4_conversiones_subasta_office,lal_office_cpl,img_especialista-office_01-feb-2025_lal_ppl,USD,0.26,,,49.0,50.0,1.02040816,1.0,0.26,2.0,1.0,0.26,2.0,1.0,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,EXTENSIÓN,ESPECIALISTA EN EXCEL,PERFORMANCE,LANDING,PRESENCIAL,SANTA BEATRIZ,conversiones_subasta_office,,Registros completados en el sitio web,
2025-04-09,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_4_conversiones_subasta_office,lal_office_cpl,img_office-mejora-tu-cv_ppl_null,USD,0.27,,,105.0,118.0,1.12380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,EXTENSIÓN,ESPECIALISTA EN OFFICE,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_office,,Registros completados en el sitio web,
2025-04-09,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_4_conversiones_subasta_office,lal_office_cpl,img_office-productividad_ppl_null,USD,2.87,,,539.0,567.0,1.05194805,14.0,0.205,2.4691358,9.0,0.31888889,1.58730159,5.0,0.574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,EXTENSIÓN,ESPECIALISTA EN OFFICE,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_office,,Registros completados en el sitio web,
2025-04-09,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_4_conversiones_subasta_office,lal_office_cpl,img_office_12-nov-2024_lal_ppl,USD,1.42,,,291.0,309.0,1.06185567,7.0,0.20285714,2.26537217,1.0,1.42,0.3236246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,EXTENSIÓN,ESPECIALISTA EN OFFICE,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_office,,Registros completados en el sitio web,
2025-04-09,SISE_IDIOMAS_FB,SIS-Idiomas_social-media_facebook_aon_2025_1_conversiones_subasta_lenguaje-de-senas,intereses_lenguaje-de-senas_cpl,img_lenguaje-senas-curso-corto-19agosto_intereses_ppl,USD,7.84,1.12,7.0,7213.0,7773.0,1.0776376,107.0,0.07327103,1.37655989,38.0,0.20631579,0.48887174,20.0,0.392,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,INGLÉS,LENGUAJE DE SEÑAS,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,conversiones_subasta_lenguaje-de-senas,7.0,Registros completados en el sitio web,7.0
2025-04-09,SISE_IDIOMAS_FB,SIS-Idiomas_social-media_facebook_tactica_2025_1_mensajes_subasta_whatsapp,intereses_ingles_cpl,img_aprende-ingles_26-ene-2025_intereses_ppl,USD,12.37,,,3880.0,4648.0,1.19793814,147.0,0.08414966,3.1626506,49.0,0.25244898,1.05421687,2.0,6.185,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,INGLÉS,INGLES,CONSIDERACION,WHATSAPP,PRESENCIAL,GENERAL,mensajes_subasta_whatsapp,25.0,Conversaciones con mensajes iniciadas,25.0
2025-04-09,SISE_IDIOMAS_FB,SIS-Idiomas_social-media_facebook_tactica_2025_1_mensajes_subasta_whatsapp,intereses_ingles_cpl,img_el-mundo-es-tuyo_09-ene-2025_intereses_ppl,USD,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,INGLÉS,GENERAL,CONSIDERACION,WHATSAPP,PRESENCIAL,GENERAL,mensajes_subasta_whatsapp,,Conversaciones con mensajes iniciadas,
2025-04-08,SISE_CARRERAS_FB,sise_carreras_banca-y-finanzas_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_banca-y-finanzas_facebook_carreras__cpl,ppl_admi-bancaria-m1_carreras___abr_1,USD,4.52,4.52,1.0,4656.0,4974.0,1.06829897,11.0,0.41090909,0.22114998,6.0,0.75333333,0.12062726,1.0,4.52,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,ADMINISTRACION BANCARIA Y FIN,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,1.0,Registros completados en el sitio web,
2025-04-08,SISE_CARRERAS_FB,sise_carreras_banca-y-finanzas_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_banca-y-finanzas_facebook_carreras__cpl,ppl_admi-bancaria-m2_carreras___abr_1,USD,18.17,6.05666667,3.0,6999.0,8175.0,1.168024,72.0,0.25236111,0.88073394,26.0,0.69884615,0.31804281,8.0,2.27125,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,2.0,,2025-04-01,2025-04-15,CARRERA,ADMINISTRACION BANCARIA Y FIN,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,3.0,Registros completados en el sitio web,1.0
2025-04-08,SISE_CARRERAS_FB,sise_carreras_banca-y-finanzas_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_banca-y-finanzas_facebook_carreras__cpl,ppl_contabilidad-m2_carreras___abr_1,USD,4.1,4.1,1.0,1673.0,1947.0,1.16377764,53.0,0.07735849,2.72213662,19.0,0.21578947,0.9758603,7.0,0.58571429,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,2025-04-01,2025-04-15,CARRERA,CONTABILIDAD,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,1.0,Registros completados en el sitio web,
2025-04-08,SISE_CARRERAS_FB,sise_carreras_banca-y-finanzas_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_banca-y-finanzas_facebook_carreras__cpl,ppl_admi-bancaria-m1_carreras___abr_1,USD,0.09,,,65.0,68.0,1.04615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,ADMINISTRACION BANCARIA Y FIN,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-08,SISE_CARRERAS_FB,sise_carreras_banca-y-finanzas_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_banca-y-finanzas_facebook_carreras__cpl,ppl_contabilidad-m1_carreras___abr_1,USD,4.56,2.28,2.0,612.0,760.0,1.24183007,16.0,0.285,2.10526316,5.0,0.912,0.65789474,3.0,1.52,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,CONTABILIDAD,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,2.0,Registros completados en el sitio web,2.0
2025-04-08,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_comunicacion-audiovisual-m2_carreras___abr_1,USD,7.7,3.85,2.0,2006.0,2341.0,1.166999,22.0,0.35,0.93976933,8.0,0.9625,0.3417343,2.0,3.85,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,2025-04-01,2025-04-15,CARRERA,COMUNICACION AUDIOVISUAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,2.0,Registros completados en el sitio web,
2025-04-08,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_diseno-grafico-m1_carreras___abr_1,USD,8.36,,,1271.0,1593.0,1.25334382,13.0,0.64307692,0.81607031,5.0,1.672,0.3138732,4.0,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,DISEÑO GRÁFICO,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-08,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_diseno-grafico-m3_carreras___abr_1,USD,6.9,6.9,1.0,1643.0,1924.0,1.17102861,18.0,0.38333333,0.93555094,9.0,0.76666667,0.46777547,4.0,1.725,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,DISEÑO GRÁFICO,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,1.0,Registros completados en el sitio web,
2025-04-08,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_diseno-interiores-m1_carreras___abr_1,USD,2.13,,,461.0,524.0,1.13665944,5.0,0.426,0.95419847,2.0,1.065,0.38167939,2.0,1.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,DISEÑO DE INTERIORES,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-08,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_diseno-interiores-m2_carreras___abr_1,USD,23.26,23.26,1.0,6457.0,7698.0,1.19219452,47.0,0.49489362,0.61054819,20.0,1.163,0.25980774,13.0,1.78923077,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2025-04-01,2025-04-15,CARRERA,DISEÑO DE INTERIORES,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,1.0,Registros completados en el sitio web,1.0
2025-04-08,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_marketing-digital-m1_carreras___abr_1,USD,3.33,1.665,2.0,737.0,850.0,1.15332429,6.0,0.555,0.70588235,3.0,1.11,0.35294118,2.0,1.665,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,PUBLICIDAD Y MARKETING DIGITAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,2.0,Registros completados en el sitio web,1.0
2025-04-08,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_marketing-digital-m2_carreras___abr_1,USD,111.11,12.34555556,9.0,17595.0,21655.0,1.23074737,233.0,0.47686695,1.07596398,108.0,1.0287963,0.49873009,64.0,1.73609375,1.0,,,,7.0,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,2025-04-01,2025-04-15,CARRERA,PUBLICIDAD Y MARKETING DIGITAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,9.0,Registros completados en el sitio web,7.0
2025-04-08,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppv_diseno-interiores_carreras___abr_2,USD,11.39,5.695,2.0,2601.0,3089.0,1.18762015,26.0,0.43807692,0.84169634,14.0,0.81357143,0.45322111,8.0,1.42375,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,2025-04-01,2025-04-15,CARRERA,DISEÑO DE INTERIORES,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,2.0,Registros completados en el sitio web,1.0
2025-04-08,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppv_publicidad-marketing-digital_carreras___abr_2,USD,9.28,,,2313.0,2583.0,1.11673152,29.0,0.32,1.12272551,16.0,0.58,0.61943477,7.0,1.32571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,PUBLICIDAD Y MARKETING DIGITAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-08,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_comunicacion-audiovisual-m1_carreras___abr_1,USD,2.65,2.65,1.0,525.0,641.0,1.22095238,16.0,0.165625,2.49609984,9.0,0.29444444,1.40405616,7.0,0.37857143,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,COMUNICACION AUDIOVISUAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,1.0,Registros completados en el sitio web,1.0
2025-04-08,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_comunicacion-audiovisual-m2_carreras___abr_1,USD,0.57,,,107.0,120.0,1.12149533,2.0,0.285,1.66666667,1.0,0.57,0.83333333,1.0,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,COMUNICACION AUDIOVISUAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-08,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_diseno-grafico-m1_carreras___abr_1,USD,0.76,,,55.0,67.0,1.21818182,1.0,0.76,1.49253731,1.0,0.76,1.49253731,1.0,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,DISEÑO GRÁFICO,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-08,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_diseno-interiores-m1_carreras___abr_1,USD,0.1,0.1,1.0,23.0,23.0,1.0,3.0,0.03333333,13.04347826,2.0,0.05,8.69565217,2.0,0.05,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2025-04-01,2025-04-15,CARRERA,DISEÑO DE INTERIORES,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,1.0,Registros completados en el sitio web,1.0
2025-04-08,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_diseno-interiores-m2_carreras___abr_1,USD,0.84,,,149.0,198.0,1.32885906,1.0,0.84,0.50505051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,DISEÑO DE INTERIORES,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-08,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_marketing-digital-m1_carreras___abr_1,USD,0.23,,,39.0,48.0,1.23076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,PUBLICIDAD Y MARKETING DIGITAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-08,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_marketing-digital-m2_carreras___abr_1,USD,5.97,,,508.0,684.0,1.34645669,11.0,0.54272727,1.60818713,6.0,0.995,0.87719298,3.0,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,PUBLICIDAD Y MARKETING DIGITAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-08,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_modas-m1_carreras___abr_1,USD,1.59,1.59,1.0,291.0,369.0,1.26804124,14.0,0.11357143,3.79403794,6.0,0.265,1.62601626,5.0,0.318,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,DISEÑO Y GESTION DE MODAS,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,1.0,Registros completados en el sitio web,1.0
2025-04-08,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_modas-m2_carreras___abr_1,USD,5.46,1.82,3.0,1029.0,1237.0,1.202138,46.0,0.11869565,3.71867421,15.0,0.364,1.21261116,11.0,0.49636364,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,2025-04-01,2025-04-15,CARRERA,DISEÑO Y GESTION DE MODAS,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,3.0,Registros completados en el sitio web,1.0
2025-04-08,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppv_diseno-interiores_carreras___abr_2,USD,1.49,,,142.0,216.0,1.52112676,4.0,0.3725,1.85185185,2.0,0.745,0.92592593,2.0,0.745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,DISEÑO DE INTERIORES,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-08,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppv_publicidad-marketing-digital_carreras___abr_2,USD,1.1,,,143.0,189.0,1.32167832,6.0,0.18333333,3.17460317,2.0,0.55,1.05820106,1.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,PUBLICIDAD Y MARKETING DIGITAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,Registros completados en el sitio web,
2025-04-08,SISE_CARRERAS_FB,sise_carreras_eventos_aon_meta_facebook_conversion_conversions_carreras_2025_abr_4,abierto_eventos-talleres_cpl,ppl_ia-en-diseno_carreras___abr_4,USD,21.34,0.50809524,42.0,12897.0,16681.0,1.29340157,932.0,0.022897,5.58719501,200.0,0.1067,1.19896889,125.0,0.17072,1.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,,4.0
2025-04-08,SISE_CARRERAS_FB,sise_carreras_eventos_aon_meta_facebook_conversion_conversions_carreras_2025_abr_4,abierto_eventos-talleres_cpl,ppl_idea-de-negocio_carreras___abr_4,USD,1.38,,,263.0,291.0,1.10646388,16.0,0.08625,5.49828179,5.0,0.276,1.71821306,5.0,0.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,,
2025-04-08,SISE_CARRERAS_FB,sise_carreras_eventos_aon_meta_facebook_conversion_conversions_carreras_2025_abr_4,abierto_eventos-talleres_cpl,ppl_seguridad-y-prevencio-suero_carreras___abr_4,USD,2.79,0.558,5.0,1043.0,1223.0,1.1725791,46.0,0.06065217,3.76124285,18.0,0.155,1.47179068,11.0,0.25363636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GENERAL,PERFORMANCE,LANDING,PRESENCIAL,GENERAL,,,,
2025-04-08,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,img_diseno-grafico_16-mar-2025_intereses_ppl,USD,42.03,,,165291.0,172576.0,1.04407379,338.0,0.12434911,0.19585574,197.0,0.21335025,0.11415261,38.0,1.10605263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,DISEÑO GRÁFICO,AWARENESS,LANDING,PRESENCIAL,GENERAL,,165291.0,Alcance,165291.0
2025-04-08,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,img_inicia-hoy-tu-futuro_17-mar-2025_intereses_ppl,USD,14.34,,,53753.0,59017.0,1.09792942,117.0,0.1225641,0.19824796,64.0,0.2240625,0.10844333,5.0,2.868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GENERAL,AWARENESS,LANDING,PRESENCIAL,GENERAL,,53753.0,Alcance,53753.0
2025-04-08,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,img_oportunidades-laborales_26-dic-2024_intereses_ppl,USD,4.44,,,17422.0,18101.0,1.03897371,26.0,0.17076923,0.14363847,8.0,0.555,0.04419645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GENERAL,AWARENESS,LANDING,PRESENCIAL,GENERAL,,17422.0,Alcance,17422.0
2025-04-08,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,img_potenciamos-perfil_26-dic-2024_intereses_ppl,USD,12.15,,,48119.0,49320.0,1.02495896,94.0,0.12925532,0.19059205,44.0,0.27613636,0.0892133,10.0,1.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GENERAL,AWARENESS,LANDING,PRESENCIAL,GENERAL,,48119.0,Alcance,48119.0
2025-04-08,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,img_ser-parte-sise_26-dic-2024_intereses_ppl,USD,13.65,,,53877.0,55640.0,1.03272268,105.0,0.13,0.18871316,47.0,0.29042553,0.0844716,2.0,6.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,GENERAL,AWARENESS,LANDING,PRESENCIAL,GENERAL,,53877.0,Alcance,53877.0
2025-04-08,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,pplv_testimonio-diseño-grafico_carreras___abr_4,USD,1.38,,,5441.0,5629.0,1.03455247,10.0,0.138,0.17765145,1.0,1.38,0.01776514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15,CARRERA,DISEÑO GRÁFICO,AWARENESS,LANDING,PRESENCIAL,GENERAL,,5441.0,Alcance,5441.0
