Día,"Nombre de la cuenta","Nombre de la campaña","Nombre del conjunto de anuncios","Nombre del anuncio",Divisa,"Importe gastado (USD)","Costo por registro completado","Registros completados en el sitio web",Alcance,Impresiones,Frecuencia,"Clics (todos)","CPC (todos)","CTR (todos)","Clics en el enlace","CPC (costo por clic en el enlace)","CTR (porcentaje de clics en el enlace)","Visitas a la página de destino","Costo por visita a la página de destino","Conversaciones con mensajes iniciadas","CP - Comunicación audiovisual","CP - Computación e informática","CP - Marketing","CP - Publicidad y marketing","CP - Administración de hoteles","CP - Diseño de modas","CP - Negocios Internacionales","CP - Secretariado ejecutivo","CP - Desarrollo de software","CP - Landing general","CP - Periodismo audiovisual","CP - Contabilidad","CP - Administración bancaria y financiera","CP - Fisioterapia y rehabilitación","CP - Gastronomía","CP - Ciberseguridad","CP - Administración de empresas","CP - Enfermería","CP - Redes y seguridad informática","CP - Diseño de interiores","CP - Administración logística","CP - Diseño gráfico","CP - Software","CP - Tëcnica en farmacia","CP - Cpex","Clientes potenciales de Meta","CP - Cursos","CP - Cluster gestión","Inicio del informe","Fin del informe"
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-2,abierto_marketing_cpa,img_marketing-digital-inteligencia-artificial-_ppl_null,USD,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-2,abierto_marketing_cpa,img_marketing-digital_15-ene-2025_abierto_ppl,USD,0.02,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-2,abierto_marketing_cpa,img_publicidad-marketing-digital-m4-13set_ppl_null,USD,0.01,,,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-2,abierto_marketing_cpa,ppl_marketing_cursos___mar_26,USD,0.4,,,67,76,1.13432836,4,0.1,5.26315789,1,0.4,1.31578947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-2,intereses_diseno-grafico_cpl,img_diseno-grafico-cintillo-photoshop-programas_ppl_null,USD,0.97,,,130,163,1.25384615,6,0.16166667,3.6809816,2,0.485,1.22699387,2,0.485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-2,intereses_fotografia_cpl,img_fotografia-2setiembre_intereses-ppl_null,USD,5.79,1.158,5,1777,2113,1.18908272,54,0.10722222,2.55560814,21,0.27571429,0.99384761,14,0.41357143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-2,intereses_patronaje_cpl,Img_patronaje-confeccion_tecnicas-escenciales-06set_ppl_null_,USD,6.44,0.92,7,2291,2748,1.19947621,81,0.07950617,2.94759825,27,0.23851852,0.98253275,17,0.37882353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-2,lal_diseno-web_cpl,img_diseno-web-certificacion-record-08ago_lal-ppl_null,USD,3.29,1.645,2,776,897,1.15592784,20,0.1645,2.2296544,10,0.329,1.1148272,7,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-3,intereses_ciberseguridad_cpl,ppl_ciberseguridad_cursos___mar_26,USD,0.55,0.55,1,172,194,1.12790698,6,0.09166667,3.09278351,2,0.275,1.03092784,1,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-3,intereses_programacion_cpl,img_programacion-desde-cero-2_01-feb-2025_intereses_ppl,USD,0.13,,,41,51,1.24390244,1,0.13,1.96078431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-3,intereses_programacion_cpl,ppl_programacion-desde-cero_cursos___mar_26,USD,2.53,1.265,2,549,659,1.2003643,18,0.14055556,2.73141123,7,0.36142857,1.06221548,7,0.36142857,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-3,lal_ensamblaje_cpl,img_ensamblaje-cisco_ppl_null,USD,17.7,1.77,10,11454,12880,1.12449799,193,0.09170984,1.4984472,78,0.22692308,0.60559006,52,0.34038462,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-3,lal_ensamblaje_cpl,img_ensamblaje_01-feb-2025_intereses_ppl,USD,2.62,2.62,1,917,1136,1.23882225,24,0.10916667,2.11267606,7,0.37428571,0.61619718,7,0.37428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-4,intereses_bartender_cpl,img_bares_26-nov-2024_intereses_ppl,USD,0.7,0.7,1,207,228,1.10144928,9,0.07777778,3.94736842,4,0.175,1.75438596,2,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-4,intereses_bartender_cpl,img_bartender-6-meses_ppl_null-v2,USD,0.18,0.18,1,59,71,1.20338983,4,0.045,5.63380282,1,0.18,1.4084507,1,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-4,intereses_bartender_cpl,img_bartender-uniforme-gratis-marzo_ppl_null,USD,1.83,1.83,1,744,879,1.18145161,19,0.09631579,2.16154721,9,0.20333333,1.02389078,4,0.4575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-4,intereses_bartender_cpl,img_bartender_01-feb-2025_intereses_ppl,USD,0.01,,,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-4,intereses_cocina-peruana_cpl,img_cocina-peruana_29-ene-2025_intereses_ppl,USD,0.19,,,54,57,1.05555556,2,0.095,3.50877193,1,0.19,1.75438596,1,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-4,intereses_cocteleria_cpl,img_cocteleria_15-ene-2025_intereses_ppl,USD,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-4,intereses_nutricion_cpl,img_nutricion-saludable-100-virtual_ppl_null,USD,3.22,1.07333333,3,857,1025,1.19603267,37,0.08702703,3.6097561,8,0.4025,0.7804878,6,0.53666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-4,intereses_nutricion_cpl,img_nutricion-saludable_ppl_null,USD,0.13,,,33,36,1.09090909,6,0.02166667,16.66666667,2,0.065,5.55555556,2,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-4,intereses_panaderia_cpl,img_panaderia_01-feb-2025_intereses_ppl,USD,1.22,1.22,1,307,359,1.16938111,22,0.05545455,6.1281337,11,0.11090909,3.06406685,7,0.17428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-4,intereses_panaderia_cpl,ppl_panaderia_cursos___mar_26,USD,0.45,0.45,1,148,158,1.06756757,4,0.1125,2.53164557,1,0.45,0.63291139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-4,intereses_pasteleria_cpl,img_pasteleria_14-ene-25_intereses_ppl,USD,4.93,1.2325,4,1882,2149,1.14187035,54,0.0912963,2.51279665,23,0.21434783,1.07026524,18,0.27388889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-4,intereses_pasteleria_cpl,ppl_pasteleria_cursos___mar_26,USD,19.67,1.63916667,12,7107,7923,1.11481638,215,0.09148837,2.71361858,81,0.24283951,1.02234002,52,0.37826923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-4,intereses_pescadoymariscos_cpl,img_gastronomia_26-nov-2024_intereses_ppl,USD,5.63,1.126,5,2052,2269,1.10575049,73,0.07712329,3.21727633,29,0.19413793,1.27809608,22,0.25590909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-4,intereses_pescadoymariscos_cpl,ppl_pescadosymariscos_cursos___mar_26,USD,1.81,0.905,2,561,682,1.21568627,31,0.0583871,4.54545455,13,0.13923077,1.90615836,11,0.16454545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-4,intereses_salud_cpl,img_primeros-auxilios-100%-presencial_ppl_null,USD,3.15,3.15,1,1023,1136,1.11045943,33,0.09545455,2.90492958,11,0.28636364,0.96830986,7,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_conversiones_subasta_campana-4,intereses_salud_cpl,img_primeros-auxilios_07-feb-2025_intereses_ppl,USD,2.22,2.22,1,660,793,1.20151515,30,0.074,3.78310214,10,0.222,1.26103405,7,0.31714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_mensajes_subasta_whatsapp,intereses_whatsapp-cursos_cpc,img_excel_10-ene-2025_intereses_ppl,USD,18.19,,,2867,3389,1.18207185,91,0.19989011,2.68515786,42,0.43309524,1.23930363,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_mensajes_subasta_whatsapp,intereses_whatsapp-cursos_cpc,img_importa-china_10-ene-2025_intereses_ppl,USD,2.69,,,512,598,1.16796875,18,0.14944444,3.01003344,9,0.29888889,1.50501672,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_mensajes_subasta_whatsapp,intereses_whatsapp-cursos_cpc,img_office-cintillo-anuncio-excel_intereses_ppl,USD,4.33,,,936,1117,1.19337607,18,0.24055556,1.61145927,8,0.54125,0.71620412,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_mensajes_subasta_whatsapp,intereses_whatsapp-cursos_cpc,img_office_10-ene-2025_intereses_ppl,USD,3.76,,,430,511,1.18837209,33,0.11393939,6.45792564,8,0.47,1.56555773,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_mensajes_subasta_whatsapp,intereses_whatsapp-cursos_cpc,img_potencia-tu-empleabilidad_09-ene-2025_intereses_ppl,USD,0.44,,,59,66,1.11864407,1,0.44,1.51515152,1,0.44,1.51515152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_CURSOS_FB,SIS-Cursos_social-media_facebook_aon_2025_2_mensajes_subasta_whatsapp,intereses_whatsapp-cursos_cpc,img_power-bi_10-ene-2025_intereses_ppl,USD,4.97,4.97,1,616,715,1.16071429,22,0.22590909,3.07692308,10,0.497,1.3986014,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_IDIOMAS_FB,SIS-Idiomas_social-media_facebook_aon_2025_1_conversiones_subasta_lenguaje-de-senas,intereses_lenguaje-de-senas_cpl,img_lenguaje-senas-curso-corto-19agosto_intereses_ppl,USD,7.86,1.12285714,7,5203,5675,1.09071689,77,0.10207792,1.35682819,43,0.1827907,0.75770925,30,0.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-08,SISE_IDIOMAS_FB,SIS-Idiomas_social-media_facebook_tactica_2025_1_mensajes_subasta_whatsapp,intereses_ingles_cpl,img_aprende-ingles_26-ene-2025_intereses_ppl,USD,12.93,,,3340,4188,1.25389222,143,0.09041958,3.41451767,55,0.23509091,1.31327603,3,4.31,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-07,SISE_CARRERAS_FB,SIS-Pre_social-media_facebook_aon_2025_1_mensajes_subasta_whatsapp-formacion-corporativa,demografia_formacion-corporativa_cpc,img_carrusel_22-ene-2025_demografia_ppl,USD,4.7,,,440,588,1.33636364,25,0.188,4.25170068,16,0.29375,2.72108844,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-07,SISE_CARRERAS_FB,SIS-Pre_social-media_facebook_aon_2025_1_mensajes_subasta_whatsapp-formacion-corporativa,demografia_formacion-corporativa_cpc,img_gastronomia_22-ene-2025_demografia_ppl,USD,7.55,,,1533,2010,1.3111546,29,0.26034483,1.44278607,5,1.51,0.24875622,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-07,SISE_CARRERAS_FB,sise_carreras_banca-y-finanzas_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_banca-y-finanzas_facebook_carreras__cpl,ppl_admi-bancaria-m1_carreras___abr_1,USD,4.38,2.19,2,5969,6272,1.05076227,15,0.292,0.23915816,5,0.876,0.07971939,3,1.46,,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,2025-04-01,2025-04-15
2025-04-07,SISE_CARRERAS_FB,sise_carreras_banca-y-finanzas_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_banca-y-finanzas_facebook_carreras__cpl,ppl_admi-bancaria-m2_carreras___abr_1,USD,26.52,3.315,8,10912,12536,1.14882698,84,0.31571429,0.6700702,33,0.80363636,0.26324186,11,2.41090909,,,,,,,,,,,2,,,3,,,,1,,,,1,,,,,,2,2,2025-04-01,2025-04-15
2025-04-07,SISE_CARRERAS_FB,sise_carreras_banca-y-finanzas_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_banca-y-finanzas_facebook_carreras__cpl,ppl_contabilidad-m2_carreras___abr_1,USD,4.53,1.1325,4,2319,2796,1.20569211,39,0.11615385,1.39484979,15,0.302,0.53648069,5,0.906,,,,,,,,,,,3,,,,,1,,,,,,,,,,,,2,,2025-04-01,2025-04-15
2025-04-07,SISE_CARRERAS_FB,sise_carreras_banca-y-finanzas_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_banca-y-finanzas_facebook_carreras__cpl,ppl_contabilidad-m1_carreras___abr_1,USD,3.75,,,497,602,1.21126761,11,0.34090909,1.82724252,2,1.875,0.33222591,2,1.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-07,SISE_CARRERAS_FB,sise_carreras_banca-y-finanzas_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_banca-y-finanzas_facebook_carreras__cpl,ppl_contabilidad-m2_carreras___abr_1,USD,0.1,,,33,38,1.15151515,5,0.02,13.15789474,2,0.05,5.26315789,2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-07,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_comunicacion-audiovisual-m2_carreras___abr_1,USD,10.57,5.285,2,3572,4220,1.18141097,29,0.36448276,0.68720379,9,1.17444444,0.21327014,5,2.114,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-07,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_diseno-grafico-m1_carreras___abr_1,USD,8.35,8.35,1,1218,1486,1.22003284,20,0.4175,1.34589502,7,1.19285714,0.47106326,7,1.19285714,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2025-04-01,2025-04-15
2025-04-07,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_diseno-grafico-m3_carreras___abr_1,USD,8.18,4.09,2,1905,2174,1.14120735,29,0.28206897,1.33394664,16,0.51125,0.73597056,9,0.90888889,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,2025-04-01,2025-04-15
2025-04-07,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_diseno-interiores-m1_carreras___abr_1,USD,2.04,,,319,356,1.11598746,7,0.29142857,1.96629213,4,0.51,1.12359551,1,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-07,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_diseno-interiores-m2_carreras___abr_1,USD,19.03,9.515,2,6386,7331,1.14797996,60,0.31716667,0.81844223,20,0.9515,0.27281408,11,1.73,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,2025-04-01,2025-04-15
2025-04-07,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_marketing-digital-m1_carreras___abr_1,USD,4.48,4.48,1,797,958,1.20200753,16,0.28,1.67014614,7,0.64,0.73068894,8,0.56,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-07,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_marketing-digital-m2_carreras___abr_1,USD,76.06,5.43285714,14,10989,13285,1.20893621,195,0.39005128,1.46782085,89,0.85460674,0.66992849,58,1.31137931,,,,,11,,,,,,3,,,,,,,,,,,,,,,,,2,,2025-04-01,2025-04-15
2025-04-07,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppv_diseno-interiores_carreras___abr_2,USD,21.05,7.01666667,3,5515,6714,1.21740707,89,0.23651685,1.32558832,55,0.38272727,0.8191838,38,0.55394737,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,2025-04-01,2025-04-15
2025-04-07,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,intereses_diseno-y-comunicaciones_facebook_carreras__cpl,ppv_publicidad-marketing-digital_carreras___abr_2,USD,13.84,6.92,2,3900,4589,1.17666667,47,0.29446809,1.02418828,19,0.72842105,0.41403356,13,1.06461538,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,1,,2025-04-01,2025-04-15
2025-04-07,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_comunicacion-audiovisual-m1_carreras___abr_1,USD,3.68,,,604,759,1.25662252,20,0.184,2.63504611,11,0.33454545,1.44927536,8,0.46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-07,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_diseno-interiores-m1_carreras___abr_1,USD,0.36,,,68,79,1.16176471,2,0.18,2.53164557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-07,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_marketing-digital-m2_carreras___abr_1,USD,6.45,,,402,566,1.4079602,11,0.58636364,1.9434629,3,2.15,0.53003534,3,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-07,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_modas-m1_carreras___abr_1,USD,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-07,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppl_modas-m2_carreras___abr_1,USD,7.25,3.625,2,1617,2083,1.288188,40,0.18125,1.92030725,16,0.453125,0.7681229,13,0.55769231,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-07,SISE_CARRERAS_FB,sise_carreras_diseno-y-comunicaciones_aon_meta_facebook_conversion_conversiones_carreras_2025_abr_1,rmkt_diseno-y-comunicaciones_facebook_carreras__cpl,ppv_diseno-interiores_carreras___abr_2,USD,0.04,,,10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-07,SISE_CARRERAS_FB,sise_carreras_eventos_aon_meta_facebook_conversion_conversions_carreras_2025_abr_4,abierto_eventos-talleres_cpl,ppl_ia-en-diseno_carreras___abr_4,USD,2.33,1.165,2,1202,1238,1.02995008,25,0.0932,2.01938611,11,0.21181818,0.88852989,8,0.29125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-07,SISE_CARRERAS_FB,sise_carreras_eventos_aon_meta_facebook_conversion_conversions_carreras_2025_abr_4,abierto_eventos-talleres_cpl,ppl_idea-de-negocio_carreras___abr_4,USD,1.48,0.74,2,674,688,1.02077151,14,0.10571429,2.03488372,5,0.296,0.72674419,4,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-07,SISE_CARRERAS_FB,sise_carreras_eventos_aon_meta_facebook_conversion_conversions_carreras_2025_abr_4,abierto_eventos-talleres_cpl,ppl_seguridad-y-prevencio-suero_carreras___abr_4,USD,0.72,0.72,1,392,409,1.04336735,10,0.072,2.44498778,6,0.12,1.46699267,3,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-07,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,img_diseno-grafico_16-mar-2025_intereses_ppl,USD,42.41,,,182583,186865,1.02345235,324,0.13089506,0.1733872,186,0.22801075,0.0995371,30,1.41366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-07,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,img_inicia-hoy-tu-futuro_17-mar-2025_intereses_ppl,USD,10.62,,,43779,46711,1.06697275,82,0.1295122,0.17554752,61,0.17409836,0.13059023,5,2.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-07,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,img_oportunidades-laborales_26-dic-2024_intereses_ppl,USD,3.7,,,15523,16251,1.04689815,25,0.148,0.15383669,7,0.52857143,0.04307427,1,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
2025-04-07,SISE_CARRERAS_FB,sise_carreras_generico_aon_meta_facebook_awareness_impresiones_carreras_2025_abr_4,intereses_generico_facebook_carreras__cpm,img_potenciamos-perfil_26-dic-2024_intereses_ppl,USD,14.61,,,61034,64429,1.05562473,109,0.1340367,0.16917848,54,0.27055556,0.08381319,5,2.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01,2025-04-15
